customer_id,customer_name,email,registration_date,customer_type
424,Sandra Duncan,matthew15@example.org,2026-06-26,PREMIUM
425,Kelli Delgado,kelsey88@example.org,2022-09-12,VIP
426,Matthew Schultz,harmondonna@example.com,2023-01-19,PREMIUM
427,Brittany Lane,parkstephanie@example.net,2023-08-24,REGULAR
428,Justin Brown,michelle47@example.com,2026-03-19,VIP
429,Daniel Mitchell,blong@example.net,2025-05-17,PREMIUM
430,Glenda Hart,thall@example.com,2025-10-22,REGULAR
431,Amy Wilson,steingabriel@example.com,2025-10-17,VIP
432,Michael Reynolds,mary54@example.org,2024-10-04,REGULAR
433,Angela Hart,yjohnson@example.com,2026-02-15,VIP
434,Gregory Steele,tracistewart@example.com,2026-02-14,VIP
435,Darren Thomas,jchen@example.com,2024-11-16,REGULAR
436,Amanda Adams,tanderson@example.com,2024-11-15,VIP
437,Michael Lopez,savannahclark@example.com,2026-03-13,PREMIUM
438,Jenna Patterson,jennifer24@example.com,2023-06-10,VIP
439,Jill Carpenter,cookmartin@example.net,2023-10-17,PREMIUM
440,Carl Flores,thomasperez@example.net,2024-03-19,PREMIUM
441,David Sparks,solomonkevin@example.org,2026-04-04,PREMIUM
442,Dr. Jessica Stanley,ogarrett@example.net,2023-10-25,REGULAR
443,Traci Garcia,yware@example.org,2026-03-04,PREMIUM
444,Elizabeth Cline,rachel04@example.com,2026-04-09,PREMIUM
445,Aaron Gamble,courtneychristensen@example.com,2023-04-06,PREMIUM
446,Dawn Garcia,trodriguez@example.com,2023-08-08,VIP
447,Kelsey Hayes,ianmonroe@example.com,2025-03-19,REGULAR
448,Shelly Williamson,robert66@example.org,2024-05-15,PREMIUM
449,Gregory Jordan,mcgrathwilliam@example.com,2022-12-17,PREMIUM
450,Jeremy Salas,dchambers@example.net,2026-06-27,REGULAR
451,Stacie Kane,vcarr@example.com,2024-01-24,VIP
452,Elizabeth Gilmore,richardsonbruce@example.net,2024-03-01,REGULAR
453,Charlotte Watson,stephenphillips@example.net,2023-06-09,PREMIUM
454,Michael Herrera,franklin74@example.com,2024-05-02,PREMIUM
455,Kevin Coleman,kristensanchez@example.org,2023-08-27,REGULAR
456,Laura Pope,teresa75@example.net,2023-10-19,VIP
457,Jorge Patterson,david55@example.com,2026-02-03,PREMIUM
458,Kelly Wilson,tlawson@example.com,2025-07-28,VIP
459,Charles Myers,ycox@example.com,2024-10-31,REGULAR
460,Samantha Richardson,matthew70@example.org,2022-11-05,VIP
461,Ricky Bruce,apratt@example.org,2024-04-26,VIP
462,Katherine Walter,fernandezmark@example.com,2023-07-26,VIP
463,Donald Pacheco,melissawilliamsexample.com,2022-08-08,PREMIUM
464,Mrs. Courtney Jenkins DVM,wallacekenneth@example.net,2024-09-15,REGULAR
465,Jesus Blankenship,virginiapalmer@example.org,2023-01-14,REGULAR
466,Randy Fisher,susan04@example.org,2022-08-25,REGULAR
467,Nathaniel Turner,melinda59@example.net,2025-11-17,VIP
468,Karen Sims,keyjulie@example.org,2024-04-23,VIP
469,Robert Arnold,edwardsdouglas@example.org,2025-06-08,PREMIUM
470,William Marks,solomonbrooke@example.net,2026-06-07,REGULAR
471,Bruce Caldwell II,jeffrey34@example.net,2024-01-19,REGULAR
472,Kevin Ortega,andersonchristopher@example.com,2025-06-29,VIP
473,Joy West,debra99@example.org,2023-05-25,REGULAR
474,Sharon White,margaretcampos@example.org,2025-10-18,PREMIUM
475,Raymond Atkins,iterry@example.org,2025-02-25,PREMIUM
476,Jessica Gallegos,qmartinez@example.org,2024-12-23,VIP
477,Jesse Carlson,yadams@example.com,2026-06-23,REGULAR
478,Elizabeth Fields,shelby71@example.org,2024-01-30,PREMIUM
479,Erica Higgins,youngricky@example.org,2026-06-04,VIP
480,Ariana Bailey,avasquez@example.org,2024-07-04,PREMIUM
481,Nicole Tyler,katherinemoore@example.net,2026-02-02,PREMIUM
482,Shannon Scott,rodriguezbrian@example.com,2022-12-05,PREMIUM
483,Hannah Christian,vwillis@example.org,2024-09-12,VIP
484,Ellen Frank,weeksjohn@example.net,2025-03-22,PREMIUM
485,Donna Mata,melindawright@example.org,2022-08-25,VIP
486,Michael Williams,zkirk@example.com,2024-04-15,PREMIUM
487,Peter Haynes,lisacarter@example.net,2023-09-07,PREMIUM
488,Kathryn Mcknight,clarknicole@example.net,2026-05-12,VIP
489,John Mcknight,nathan63@example.net,2022-11-22,PREMIUM
490,Melissa Thomas,xdunn@example.com,2026-06-10,VIP
491,Matthew Velazquez,yvette26@example.com,2025-09-24,VIP
492,Debbie Miller,michael43@example.com,2023-06-05,PREMIUM
493,Melissa Reynolds,albert47@example.org,2022-08-24,REGULAR
494,Wanda White,keithclark@example.org,2025-01-19,VIP
495,Gary Thompson,burgesstravis@example.org,2025-12-12,REGULAR
496,Derrick Knight,drobbins@example.com,2022-12-03,PREMIUM
497,Isaac Wise,gary81@example.net,2022-09-13,PREMIUM
498,Holly Daniels,wsummersexample.com,2023-10-04,REGULAR
499,John Jones,ericballard@example.net,2023-05-20,VIP
500,Donald Freeman,psmith@example.com,2022-08-23,REGULAR
305,Randall Morgan,jennifer50@example.org,2024-08-10,REGULAR
341,Anthony Torres,racheljackson@example.org,2025-09-20,PREMIUM
48,Bruce Clark,clarkpatrick@example.com,2025-01-09,VIP
68,Savannah Daniel,iallenexample.com,2025-03-28,VIP
480,Ariana Bailey,avasquez@example.org,2024-07-04,PREMIUM
